Unannotated Annotated CDSs
GB_GCA_002406075.1 550 589 1139
GB_GCA_002350085.1 792 1026 1818
GB_GCA_002440305.1 835 746 1581
GB_GCA_002421465.1 293 305 598
GB_GCA_002774875.1 507 384 891
GB_GCA_002838765.1 1005 1437 2442
GB_GCA_002321895.1 2068 1277 3345
GB_GCA_002342415.1 1330 1108 2438
GB_GCA_002842855.1 1486 1631 3117
GB_GCA_002243285.1 2557 1364 3921
GB_GCA_002731985.1 704 836 1540
GB_GCA_002401445.1 906 324 1230
GB_GCA_002255365.1 1506 1690 3196
GB_GCA_002782905.1 1176 1460 2636
GB_GCA_002372755.1 781 728 1509
GB_GCA_002401965.1 1009 986 1995
GB_GCA_002785215.1 725 508 1233
GB_GCA_002418625.1 941 1423 2364
GB_GCA_002788755.1 515 413 928
GB_GCA_002327315.1 1787 1728 3515
GB_GCA_002696455.1 372 782 1154
GB_GCA_002342385.1 1068 915 1983
GB_GCA_002711735.1 868 1025 1893
GB_GCA_002773185.1 465 374 839
GB_GCA_002329645.1 1221 1360 2581
GB_GCA_002395365.1 932 819 1751
GB_GCA_002695945.1 1416 1774 3190
GB_GCA_002425855.1 2526 1595 4121
GB_GCA_002500485.1 985 1346 2331
GB_GCA_900184225.1 1214 1526 2740
GB_GCA_900240945.1 3165 3858 7023
GB_GCA_002321255.1 891 877 1768
GB_GCA_002359595.1 422 650 1072
GB_GCA_002405795.1 840 891 1731
GB_GCA_002428325.1 1530 1379 2909
GB_GCA_002694925.1 653 1140 1793
GB_GCA_002423155.1 1089 1005 2094
GB_GCA_002424475.1 638 903 1541
GB_GCA_002416125.1 1271 1922 3193
GB_GCA_002862825.1 1486 1478 2964
GB_GCA_002388905.1 1281 1918 3199
GB_GCA_002432805.1 677 1089 1766
GB_GCA_002783265.1 694 426 1120
GB_GCA_002351305.1 1122 1021 2143
GB_GCA_002287155.1 1910 1794 3704
GB_GCA_002315565.1 695 872 1567
GB_GCA_002363545.1 481 689 1170
GB_GCA_002773475.1 308 253 561
GB_GCA_002348345.1 2763 1442 4205
GB_GCA_002742725.1 819 1015 1834
GB_GCA_002375885.1 1538 1721 3259
GB_GCA_002774355.1 1234 1065 2299
GB_GCA_002352645.1 1991 1409 3400
GB_GCA_002841275.1 1133 1254 2387
GB_GCA_002320775.1 2138 1277 3415
GB_GCA_002780205.1 664 782 1446
GB_GCA_002450925.1 925 1168 2093
GB_GCA_002457215.1 1124 1464 2588
GB_GCA_002457055.1 772 1386 2158
GB_GCA_002480175.1 933 1258 2191
GB_GCA_002375985.1 952 1126 2078
GB_GCA_002343775.1 2491 2077 4568
GB_GCA_002429485.1 674 451 1125
GB_GCA_002422545.1 1405 1953 3358
GB_GCA_002483395.1 3036 1636 4672
GB_GCA_002373325.1 1510 964 2474
GB_GCA_002448655.1 959 709 1668
GB_GCA_002296035.1 2173 1572 3745
GB_GCA_002282555.1 1328 1394 2722
GB_GCA_002314595.1 549 775 1324
GB_GCA_002335865.1 1228 1067 2295
GB_GCA_002436015.1 521 761 1282
GB_GCA_002695955.1 1450 1429 2879
GB_GCA_002359095.1 361 503 864
GB_GCA_002343185.1 1358 1069 2427
GB_GCA_002373775.1 1365 1114 2479
GB_GCA_002315435.1 830 789 1619
GB_GCA_002420265.1 1971 1416 3387
GB_GCA_002280415.1 581 1127 1708
GB_GCA_002348605.1 504 386 890
GB_GCA_002341825.1 938 964 1902
GB_GCA_002773335.1 337 320 657
GB_GCA_002298975.1 2185 2659 4844
GB_GCA_002439605.1 1247 928 2175
GB_GCA_002401155.1 1317 1409 2726
GB_GCA_002313735.1 1057 891 1948
GB_GCA_002790575.1 397 400 797
GB_GCA_002363635.1 719 568 1287
GB_GCA_002471975.1 803 922 1725
GB_GCA_002778715.1 260 256 516
GB_GCA_002683755.1 1304 1172 2476
GB_GCA_002377425.1 955 1169 2124
GB_GCA_002429455.1 913 1283 2196
GB_GCA_002329145.1 653 776 1429
GB_GCA_002371985.1 760 802 1562
GB_GCA_002279285.1 1365 1350 2715
GB_GCA_002412545.1 1035 1136 2171
GB_GCA_002397945.1 562 694 1256
GB_GCA_002340345.1 1560 1419 2979
GB_GCA_002788395.1 525 375 900
GB_GCA_002407785.1 581 807 1388
GB_GCA_002425435.1 2263 1232 3495
GB_GCA_002361615.1 1152 989 2141
GB_GCA_002372095.1 1119 787 1906
GB_GCA_002684175.1 1003 750 1753
GB_GCA_002433955.1 408 341 749
GB_GCA_002696485.1 1690 1164 2854
GB_GCA_002369515.1 1064 790 1854
GB_GCA_002321705.1 1096 1410 2506
GB_GCA_002435875.1 1395 1293 2688
GB_GCA_002305675.1 551 410 961
GB_GCA_002348905.1 1789 994 2783
GB_GCA_002315335.1 589 740 1329
GB_GCA_002307055.1 1882 1646 3528
GB_GCA_002404675.1 1135 868 2003
GB_GCA_002343505.1 2969 1706 4675
GB_GCA_002342205.1 697 872 1569
GB_GCA_002840505.1 1438 1534 2972
GB_GCA_002694345.1 1193 1048 2241
GB_GCA_002431305.1 752 792 1544
GB_GCA_002394915.1 939 647 1586
GB_GCA_002292405.1 617 647 1264
GB_GCA_002718795.1 1978 1367 3345
GB_GCA_002792875.1 161 237 398
GB_GCA_002392345.1 489 607 1096
GB_GCA_002321355.1 819 629 1448
GB_GCA_002296125.1 776 1009 1785
GB_GCA_002398345.1 2100 993 3093
GB_GCA_002428045.1 2173 1466 3639
GB_GCA_002409785.1 1005 1078 2083
GB_GCA_002470565.1 514 1407 1921
GB_GCA_002420005.1 3903 2242 6145
GB_GCA_002296725.1 1717 1019 2736
GB_GCA_002349665.1 873 733 1606
GB_GCA_002352635.1 2176 1972 4148
GB_GCA_002689915.1 690 1227 1917
GB_GCA_002329155.1 1445 1810 3255
GB_GCA_002482975.1 3126 2030 5156
GB_GCA_002720535.1 609 1086 1695
GB_GCA_002428705.1 1935 2049 3984
GB_GCA_002255565.1 872 1112 1984
GB_GCA_002697375.1 1711 2267 3978
GB_GCA_002346275.1 820 1161 1981
GB_GCA_002471255.1 977 799 1776
GB_GCA_002796365.1 310 268 578
GB_GCA_002402885.1 305 339 644
GB_GCA_002433075.1 3079 2444 5523
GB_GCA_002404175.1 2844 1751 4595
GB_GCA_002477805.1 474 404 878
GB_GCA_002771115.1 367 326 693
GB_GCA_002392325.1 1008 699 1707
GB_GCA_002470745.1 494 688 1182
GB_GCA_002452265.1 1303 1514 2817
GB_GCA_002454505.1 2449 2764 5213
GB_GCA_002405995.1 825 831 1656
GB_GCA_002481615.1 817 1051 1868
GB_GCA_002359075.1 1175 1577 2752
GB_GCA_002436625.1 680 503 1183
GB_GCA_002703585.1 647 1017 1664
GB_GCA_002715265.1 559 1114 1673
GB_GCA_002493865.1 802 503 1305
GB_GCA_002305275.1 824 810 1634
GB_GCA_002790395.1 1068 1220 2288
GB_GCA_002493035.1 2136 1623 3759
GB_GCA_002323075.1 1010 391 1401
GB_GCA_002430795.1 1280 801 2081
GB_GCA_002435915.1 838 1043 1881
GB_GCA_002493965.1 876 991 1867
GB_GCA_002418055.1 290 762 1052
GB_GCA_002749135.1 1169 1540 2709
GB_GCA_002367335.1 934 1034 1968
GB_GCA_002493345.1 828 776 1604
GB_GCA_002708585.1 1623 1556 3179
GB_GCA_002375995.1 748 1046 1794
GB_GCA_002728335.1 283 771 1054
GB_GCA_002397385.1 1040 1666 2706
GB_GCA_002700915.1 333 716 1049
GB_GCA_002731875.1 2024 2089 4113
GB_GCA_002373505.1 1306 837 2143
GB_GCA_002385705.1 1455 1373 2828
GB_GCA_002455915.1 2106 1446 3552
GB_GCA_002687655.1 1128 1618 2746
GB_GCA_002385545.1 1343 1397 2740
GB_GCA_002305085.1 981 1039 2020
GB_GCA_002414005.1 840 1415 2255
GB_GCA_002341815.1 671 1124 1795
GB_GCA_002382585.1 1547 1317 2864
GB_GCA_002343545.1 2181 1141 3322
GB_GCA_002792505.1 615 431 1046
GB_GCA_002409325.1 782 940 1722
GB_GCA_002472705.1 844 778 1622
GB_GCA_002787115.1 448 634 1082
GB_GCA_002449535.1 886 712 1598
GB_GCA_002342985.1 2411 1110 3521
GB_GCA_002353935.1 609 696 1305
GB_GCA_002353555.1 913 751 1664
GB_GCA_002401695.1 1626 1378 3004
GB_GCA_002390385.1 1461 1936 3397
GB_GCA_002367655.1 341 801 1142
GB_GCA_002365395.1 1225 838 2063
GB_GCA_002422045.1 705 864 1569
GB_GCA_002396485.1 1530 1194 2724
GB_GCA_002426925.1 1115 1211 2326
GB_GCA_002409675.1 624 893 1517
GB_GCA_002337005.1 1792 1289 3081
GB_GCA_002406035.1 1301 1294 2595
GB_GCA_002842035.1 1050 925 1975
GB_GCA_002335385.1 1329 1222 2551
GB_GCA_002371495.1 1259 1076 2335
GB_GCA_002351185.1 885 884 1769
GB_GCA_002392805.1 1555 919 2474
GB_GCA_002347965.1 734 1093 1827
GB_GCA_002479745.1 1422 889 2311
GB_GCA_002401345.1 610 325 935
GB_GCA_002772195.1 1924 1392 3316
GB_GCA_002410755.1 757 795 1552
GB_GCA_002389325.1 707 1108 1815
GB_GCA_002316005.1 1211 982 2193
GB_GCA_002279065.1 1588 1882 3470
GB_GCA_002770575.1 2382 1769 4151
GB_GCA_002431965.1 803 1071 1874
GB_GCA_002710405.1 235 441 676
GB_GCA_002392445.1 1474 798 2272
GB_GCA_002316835.1 1271 1202 2473
GB_GCA_002389705.1 1962 1254 3216
GB_GCA_002699795.1 686 1239 1925
GB_GCA_002329605.1 1219 1089 2308
GB_GCA_002293505.1 549 668 1217
GB_GCA_002426755.1 2010 1414 3424
GB_GCA_002450445.1 652 891 1543
GB_GCA_002362135.1 857 829 1686
GB_GCA_002313415.1 1023 845 1868
GB_GCA_002478685.1 554 801 1355
GB_GCA_002840055.1 1388 1683 3071
GB_GCA_002385735.1 625 926 1551
GB_GCA_002410005.1 1118 955 2073
GB_GCA_002314715.1 1169 1170 2339
GB_GCA_002395465.1 517 489 1006
GB_GCA_002692785.1 377 747 1124
GB_GCA_002788415.1 507 435 942
GB_GCA_002704905.1 454 644 1098
GB_GCA_002327685.1 519 334 853
GB_GCA_002788635.1 523 410 933
GB_GCA_002713885.1 605 721 1326
GB_GCA_002746395.1 1088 1539 2627
GB_GCA_002364405.1 1677 1291 2968
GB_GCA_002691785.1 669 651 1320
GB_GCA_002341405.1 1627 937 2564
GB_GCA_002714255.1 490 1183 1673
GB_GCA_002324955.1 984 1450 2434
GB_GCA_002239065.1 2147 2485 4632
GB_GCA_002469535.1 833 1589 2422
GB_GCA_002787095.1 748 936 1684
GB_GCA_002395905.1 1069 893 1962
GB_GCA_002727245.1 616 664 1280
GB_GCA_002715465.1 1033 1085 2118
GB_GCA_002774675.1 1365 1203 2568
GB_GCA_002331255.1 783 933 1716
GB_GCA_002298995.1 1935 1765 3700
GB_GCA_002722545.1 1420 897 2317
GB_GCA_002449575.1 1098 790 1888
GB_GCA_002255585.1 527 352 879
GB_GCA_002439085.1 977 871 1848
GB_GCA_002683355.1 535 1237 1772
GB_GCA_002387645.1 879 655 1534
GB_GCA_002396385.1 1812 1031 2843
GB_GCA_002347745.1 1953 1690 3643
GB_GCA_002352125.1 1711 1693 3404
GB_GCA_002389585.1 962 715 1677
GB_GCA_002454055.1 1666 2333 3999
GB_GCA_002391525.1 1453 1837 3290
GB_GCA_002717875.1 597 624 1221
GB_GCA_002712045.1 713 1508 2221
GB_GCA_002375495.1 1802 1281 3083
GB_GCA_002707765.1 602 626 1228
GB_GCA_002482715.1 1843 1736 3579
GB_GCA_002747145.1 576 758 1334
GB_GCA_002292185.1 1083 821 1904
GB_GCA_002772745.1 787 463 1250
GB_GCA_002380265.1 1908 1484 3392
GB_GCA_002631855.1 1813 1335 3148
GB_GCA_002358855.1 836 826 1662
GB_GCA_002708925.1 1614 1759 3373
GB_GCA_002428605.1 1058 1519 2577
GB_GCA_002427975.1 1976 1832 3808
GB_GCA_002422785.1 540 667 1207
GB_GCA_002716045.1 1838 1393 3231
GB_GCA_002340515.1 1770 1720 3490
GB_GCA_002841215.1 1271 1145 2416
GB_GCA_002320855.1 2223 1745 3968
GB_GCA_002410555.1 1560 1235 2795
GB_GCA_002395085.1 1726 1180 2906
GB_GCA_002296965.1 778 817 1595
GB_GCA_002733885.1 1776 1391 3167
GB_GCA_002438575.1 726 726 1452
GB_GCA_002424095.1 390 369 759
GB_GCA_002297985.1 399 605 1004
GB_GCA_002457065.1 368 695 1063
GB_GCA_002396845.1 418 729 1147
GB_GCA_002706945.1 2033 2051 4084
GB_GCA_002377345.1 614 907 1521
GB_GCA_002293475.1 1192 1155 2347
GB_GCA_002351645.1 1089 845 1934
GB_GCA_002336735.1 420 349 769
GB_GCA_002347285.1 1107 1599 2706
GB_GCA_002481285.1 1151 902 2053
GB_GCA_002484085.1 3418 2287 5705
GB_GCA_002709405.1 2360 2634 4994
GB_GCA_002790615.1 469 345 814
GB_GCA_002492665.1 807 764 1571
GB_GCA_002240395.1 1575 1867 3442
GB_GCA_002327765.1 1348 1443 2791
GB_GCA_002782185.1 974 1011 1985
GB_GCA_002340205.1 2027 2547 4574
GB_GCA_002773145.1 458 387 845
GB_GCA_002690655.1 1923 1367 3290
GB_GCA_002427845.1 3054 1842 4896
GB_GCA_002729995.1 1327 1245 2572
GB_GCA_002719095.1 602 725 1327
GB_GCA_002327545.1 340 318 658
GB_GCA_002375205.1 714 495 1209
GB_GCA_002490525.1 913 897 1810
GB_GCA_002491115.1 1769 1704 3473
GB_GCA_002733495.1 1754 1472 3226
GB_GCA_900240385.1 1201 1347 2548
GB_GCA_002692535.1 1049 1024 2073
GB_GCA_002339015.1 1836 2029 3865
GB_GCA_002280395.1 1218 1060 2278
GB_GCA_002718655.1 1025 812 1837
GB_GCA_002385755.1 604 709 1313
GB_GCA_002305585.1 666 863 1529
GB_GCA_002384085.1 351 781 1132
GB_GCA_002438865.1 616 795 1411
GB_GCA_002452335.1 999 1477 2476
GB_GCA_002721105.1 769 1544 2313
GB_GCA_002842875.1 1586 1748 3334
GB_GCA_002452555.1 1048 1024 2072
GB_GCA_002309855.1 1174 784 1958
GB_GCA_002412825.1 1519 1518 3037
GB_GCA_002730395.1 899 1145 2044
GB_GCA_002783685.1 1087 893 1980
GB_GCA_002352485.1 1170 1185 2355
GB_GCA_002280485.1 1430 1396 2826
GB_GCA_002686835.1 966 958 1924
GB_GCA_002455425.1 1817 1242 3059
GB_GCA_002410325.1 1762 1989 3751
GB_GCA_002255985.1 1277 1638 2915
GB_GCA_002365735.1 963 1117 2080
GB_GCA_002685455.1 663 1045 1708
GB_GCA_002417865.1 322 762 1084
GB_GCA_002402135.1 769 857 1626
GB_GCA_002729195.1 774 1401 2175
GB_GCA_002481005.1 638 901 1539
GB_GCA_002780895.1 1060 1119 2179
GB_GCA_002368735.1 588 631 1219
GB_GCA_002696445.1 1199 1183 2382
GB_GCA_002431975.1 804 954 1758
GB_GCA_002478565.1 1078 970 2048
GB_GCA_002702205.1 541 643 1184
GB_GCA_002733805.1 1757 1829 3586
GB_GCA_002701645.1 258 470 728
GB_GCA_002746175.1 1034 1088 2122
GB_GCA_002451215.1 1280 1506 2786
GB_GCA_002320005.1 967 1123 2090
GB_GCA_002371345.1 930 1083 2013
GB_GCA_002779905.1 1710 1637 3347
GB_GCA_002453935.1 724 1214 1938
GB_GCA_002362655.1 915 737 1652
GB_GCA_002386945.1 384 943 1327
GB_GCA_002421445.1 652 677 1329
GB_GCA_002746305.1 2208 1177 3385
GB_GCA_002336725.1 1435 992 2427
GB_GCA_002455335.1 2416 1999 4415
GB_GCA_002313475.1 555 738 1293
GB_GCA_002431905.1 592 486 1078
GB_GCA_002381185.1 2182 2044 4226
GB_GCA_002731795.1 705 715 1420
GB_GCA_002699105.1 1670 1059 2729
GB_GCA_002430925.1 1515 1257 2772
GB_GCA_002428725.1 1059 1283 2342
GB_GCA_000223255.2 981 1152 2133
GB_GCA_002429085.1 2210 1320 3530
GB_GCA_002315675.1 797 724 1521
GB_GCA_002793515.1 534 432 966
GB_GCA_002724185.1 978 1591 2569
GB_GCA_002402475.1 2145 1871 4016
GB_GCA_002448755.1 742 963 1705
GB_GCA_002409085.1 804 836 1640
GB_GCA_002369525.1 1018 954 1972
GB_GCA_002469335.1 992 1095 2087
GB_GCA_002389295.1 1248 890 2138
GB_GCA_002415345.1 580 413 993
GB_GCA_002309885.1 506 477 983
GB_GCA_002753895.1 1956 1345 3301
GB_GCA_002850435.1 1478 1847 3325
GB_GCA_002701745.1 450 599 1049
GB_GCA_002861535.1 1494 1374 2868
GB_GCA_002353205.1 1342 922 2264
GB_GCA_002413825.1 1952 1954 3906
GB_GCA_002315685.1 434 721 1155
GB_GCA_002457745.1 541 1052 1593
GB_GCA_002781685.1 570 947 1517
GB_GCA_002701185.1 539 598 1137
GB_GCA_002297645.1 1892 1716 3608
GB_GCA_002422425.1 2173 1438 3611
GB_GCA_002483475.1 2472 1502 3974
GB_GCA_002402715.1 837 856 1693
GB_GCA_002697905.1 626 684 1310
GB_GCA_002785045.1 319 268 587
GB_GCA_002412925.1 2686 2214 4900
GB_GCA_002309015.1 1994 1110 3104
GB_GCA_002422265.1 1400 1403 2803
GB_GCA_002388085.1 1256 1574 2830
GB_GCA_002695495.1 1814 1429 3243
GB_GCA_002457675.1 706 792 1498
GB_GCA_002793355.1 635 334 969
GB_GCA_002395385.1 2176 935 3111
GB_GCA_002781005.1 319 612 931
GB_GCA_002733985.1 2869 1401 4270
GB_GCA_002685075.1 1310 1272 2582
GB_GCA_002381765.1 2115 1405 3520
GB_GCA_002726775.1 749 755 1504
GB_GCA_002388665.1 1947 1482 3429
GB_GCA_002471305.1 1454 998 2452
GB_GCA_002396325.1 945 885 1830
GB_GCA_002390705.1 809 1243 2052
GB_GCA_002771165.1 428 306 734
GB_GCA_002418765.1 787 1230 2017
GB_GCA_002500645.1 982 855 1837
GB_GCA_002338255.1 1599 1524 3123
GB_GCA_002711905.1 178 651 829
GB_GCA_002729525.1 2500 2166 4666
GB_GCA_002790175.1 1318 965 2283
GB_GCA_002413245.1 1354 1701 3055
GB_GCA_002407675.1 912 1118 2030
GB_GCA_002381665.1 1674 2480 4154
GB_GCA_002354005.1 1101 807 1908
GB_GCA_002704395.1 897 749 1646
GB_GCA_002375925.1 982 1319 2301
GB_GCA_002427165.1 878 874 1752
GB_GCA_002697345.1 1177 1514 2691
GB_GCA_002746975.1 1027 993 2020
GB_GCA_002480085.1 879 2934 3813
GB_GCA_002440005.1 981 835 1816
GB_GCA_002393785.1 1157 1274 2431
GB_GCA_002695645.1 1437 1128 2565
GB_GCA_002718475.1 428 539 967
GB_GCA_002439555.1 727 497 1224
GB_GCA_002712165.1 1315 1474 2789
GB_GCA_002334905.1 973 1617 2590
GB_GCA_002398065.1 985 1266 2251
GB_GCA_002339725.1 961 1433 2394
GB_GCA_002685815.1 631 695 1326
GB_GCA_002722325.1 693 785 1478
GB_GCA_002716525.1 441 627 1068
GB_GCA_002383415.1 1127 1381 2508
GB_GCA_002500705.1 1045 1465 2510
GB_GCA_002401945.1 2022 2017 4039
GB_GCA_002478885.1 2610 1843 4453
GB_GCA_002333125.1 1258 1428 2686
GB_GCA_002693365.1 568 652 1220
GB_GCA_002369275.1 1254 843 2097
GB_GCA_002397515.1 865 1013 1878
GB_GCA_002703375.1 1026 821 1847
GB_GCA_002348315.1 1901 1347 3248
GB_GCA_002469865.1 636 999 1635
GB_GCA_002352275.1 1729 1630 3359
GB_GCA_002372695.1 818 609 1427
GB_GCA_002344045.1 708 469 1177
GB_GCA_002788135.1 511 359 870
GB_GCA_002359635.1 1105 1707 2812
GB_GCA_002422985.1 822 1113 1935
GB_GCA_002500385.1 635 883 1518
GB_GCA_002394695.1 1158 1061 2219
GB_GCA_002711565.1 889 932 1821
GB_GCA_002428865.1 465 283 748
GB_GCA_002362105.1 1733 997 2730
GB_GCA_002437435.1 1083 1149 2232
GB_GCA_002421525.1 529 337 866
GB_GCA_002367195.1 358 294 652
GB_GCA_002328035.1 1409 1517 2926
GB_GCA_002434265.1 1617 2480 4097
GB_GCA_002353275.1 558 534 1092
GB_GCA_002702225.1 829 703 1532
GB_GCA_002316345.1 1876 2274 4150
GB_GCA_002733125.1 810 1319 2129
GB_GCA_002706085.1 1611 1834 3445
GB_GCA_002376955.1 620 821 1441
GB_GCA_002350625.1 1035 1174 2209
GB_GCA_002696995.1 440 601 1041
GB_GCA_002280565.1 1393 1345 2738
GB_GCA_002392425.1 1019 975 1994
GB_GCA_002773105.1 556 434 990
GB_GCA_002479245.1 2917 1358 4275
GB_GCA_002472595.1 1338 1113 2451
GB_GCA_002690205.1 1087 1528 2615
GB_GCA_002405835.1 1558 1314 2872
GB_GCA_002364755.1 1807 2029 3836
GB_GCA_002358875.1 1821 1220 3041
GB_GCA_002298905.1 739 469 1208
GB_GCA_002405135.1 745 696 1441
GB_GCA_002709645.1 662 1132 1794
GB_GCA_002372425.1 1142 760 1902
GB_GCA_002786505.1 1139 1147 2286
GB_GCA_002367435.1 921 800 1721
GB_GCA_002279705.1 2268 2294 4562
GB_GCA_002349735.1 892 716 1608
GB_GCA_002787375.1 349 331 680
GB_GCA_002328785.1 900 844 1744
GB_GCA_002698575.1 2131 1911 4042
GB_GCA_900185725.1 2017 2610 4627
GB_GCA_002449755.1 821 734 1555
GB_GCA_002423525.1 887 842 1729
GB_GCA_002719235.1 377 732 1109
GB_GCA_002403175.1 1580 1615 3195
GB_GCA_002343685.1 1465 1715 3180
GB_GCA_002480565.1 2930 1794 4724
GB_GCA_002279895.1 1712 1383 3095
GB_GCA_002292375.1 758 1533 2291
GB_GCA_002305725.1 1042 1107 2149
GB_GCA_002454295.1 683 834 1517
GB_GCA_002840785.1 1796 2094 3890
GB_GCA_002378385.1 2044 2099 4143
GB_GCA_002770755.1 328 297 625
GB_GCA_002451555.1 1828 1080 2908
GB_GCA_002457515.1 284 685 969
GB_GCA_002778835.1 2456 1932 4388
GB_GCA_002842345.1 1932 2344 4276
GB_GCA_002493905.1 1657 1344 3001
GB_GCA_002402875.1 810 1044 1854
GB_GCA_002342585.1 1053 986 2039
GB_GCA_002398105.1 1196 1580 2776
GB_GCA_002413705.1 377 296 673
GB_GCA_002719335.1 983 1351 2334
GB_GCA_002697965.1 714 1208 1922
GB_GCA_002717505.1 2521 1371 3892
GB_GCA_002404845.1 571 789 1360
GB_GCA_002721305.1 714 1192 1906
GB_GCA_002457715.1 392 581 973
GB_GCA_002366635.1 755 723 1478
GB_GCA_002748325.1 379 673 1052
GB_GCA_002726525.1 1147 1627 2774
GB_GCA_002788775.1 644 457 1101
GB_GCA_002308435.1 518 569 1087
GB_GCA_002420065.1 1327 908 2235
GB_GCA_002331335.1 2040 1527 3567
GB_GCA_002720125.1 584 913 1497
GB_GCA_002441565.1 500 406 906
GB_GCA_002391235.1 1264 1026 2290
GB_GCA_002457315.1 524 702 1226
GB_GCA_002702255.1 393 521 914
GB_GCA_002774415.1 448 313 761
GB_GCA_002481055.1 989 793 1782
GB_GCA_002733705.1 1714 1588 3302
GB_GCA_002422845.1 816 603 1419
GB_GCA_002348455.1 437 740 1177
GB_GCA_002481685.1 1096 906 2002
GB_GCA_002373615.1 597 510 1107
GB_GCA_002471575.1 1246 1793 3039
GB_GCA_002452695.1 873 952 1825
GB_GCA_002317135.1 1169 964 2133
GB_GCA_002430515.1 531 893 1424
GB_GCA_002352705.1 1235 627 1862
GB_GCA_002327325.1 951 1118 2069
GB_GCA_002778705.1 499 362 861
GB_GCA_002788805.1 393 373 766
GB_GCA_002727895.1 727 1091 1818
GB_GCA_002786385.1 1464 1185 2649
GB_GCA_002453275.1 718 1361 2079
GB_GCA_002280875.1 1976 2007 3983
GB_GCA_002725355.1 702 1058 1760
GB_GCA_002327405.1 1215 1459 2674
GB_GCA_002863645.1 1231 1620 2851
GB_GCA_002712065.1 359 849 1208
GB_GCA_002314795.1 993 774 1767
GB_GCA_002314635.1 759 717 1476
GB_GCA_002394525.1 975 963 1938
GB_GCA_002780235.1 393 308 701
GB_GCA_002715085.1 2128 1335 3463
GB_GCA_002433055.1 623 914 1537
GB_GCA_002344075.1 2004 1460 3464
GB_GCA_002365915.1 1804 1882 3686
GB_GCA_002306005.1 832 944 1776
GB_GCA_002711625.1 555 864 1419
GB_GCA_002377295.1 1742 2067 3809
GB_GCA_002731505.1 1758 1560 3318
GB_GCA_002347655.1 1345 1218 2563
GB_GCA_002427055.1 981 1057 2038
GB_GCA_002790955.1 811 489 1300
GB_GCA_002385055.1 347 742 1089
GB_GCA_002426025.1 2051 1425 3476
GB_GCA_002713525.1 947 1351 2298
GB_GCA_002796345.1 938 935 1873
GB_GCA_002328295.1 610 385 995
GB_GCA_002435145.1 1721 1870 3591
GB_GCA_002325265.1 1369 1220 2589
GB_GCA_002727615.1 551 1017 1568
GB_GCA_002399025.1 1055 908 1963
GB_GCA_002387865.1 1756 2010 3766
GB_GCA_002783205.1 1520 1788 3308
GB_GCA_002238505.1 2505 1590 4095
GB_GCA_002413465.1 755 458 1213
GB_GCA_002849775.1 700 1530 2230
GB_GCA_002305395.1 291 311 602
GB_GCA_002469305.1 1367 1249 2616
GB_GCA_002405855.1 1198 755 1953
GB_GCA_002455205.1 2118 2627 4745
GB_GCA_002238605.1 2134 1482 3616
GB_GCA_002369255.1 539 697 1236
GB_GCA_002773535.1 436 341 777
GB_GCA_002477945.1 1162 779 1941
GB_GCA_002371235.1 344 303 647
GB_GCA_002360925.1 1452 1124 2576
GB_GCA_002787175.1 502 346 848
GB_GCA_002409845.1 553 596 1149
GB_GCA_002371335.1 1031 1301 2332
GB_GCA_002714485.1 771 1140 1911
GB_GCA_002713975.1 668 1035 1703
GB_GCA_002786715.1 2590 1438 4028
GB_GCA_002431815.1 964 982 1946
GB_GCA_002772875.1 789 453 1242
GB_GCA_002360495.1 2471 1166 3637
GB_GCA_002430685.1 455 363 818
GB_GCA_002257045.1 1394 1575 2969
GB_GCA_002437565.1 906 741 1647
GB_GCA_002781945.1 614 620 1234
GB_GCA_002690645.1 866 725 1591
GB_GCA_002338515.1 1586 1789 3375
GB_GCA_002427615.1 1323 1153 2476
GB_GCA_002781185.1 283 268 551
GB_GCA_002345545.1 1414 1679 3093
GB_GCA_002404115.1 702 924 1626
GB_GCA_002386405.1 1475 1706 3181
GB_GCA_002343645.1 492 396 888
GB_GCA_002715405.1 901 927 1828
GB_GCA_002699625.1 1083 1340 2423
GB_GCA_002707785.1 2071 2335 4406
GB_GCA_002842095.1 1662 1359 3021
GB_GCA_002703045.1 705 1049 1754
GB_GCA_002455515.1 1125 1285 2410
GB_GCA_002399805.1 2579 1817 4396
GB_GCA_002342025.1 629 1166 1795
GB_GCA_002328885.1 706 811 1517
GB_GCA_002713485.1 530 899 1429
GB_GCA_002727235.1 796 1172 1968
GB_GCA_002688175.1 1128 1300 2428
GB_GCA_002771505.1 980 1087 2067
GB_GCA_002387785.1 1463 1805 3268
GB_GCA_002481255.1 846 1150 1996
GB_GCA_002817135.1 405 600 1005
GB_GCA_002353475.1 1125 773 1898
GB_GCA_002477435.1 1274 1003 2277
GB_GCA_002841175.1 1348 1525 2873
GB_GCA_002313665.1 1906 1163 3069
GB_GCA_002406095.1 1019 869 1888
GB_GCA_002490465.1 1373 1174 2547
GB_GCA_002288455.1 1760 1464 3224
GB_GCA_002394365.1 1182 933 2115
GB_GCA_002420685.1 1841 1861 3702
GB_GCA_002478955.1 1209 968 2177
GB_GCA_002470835.1 1271 1079 2350
GB_GCA_002367155.1 1775 1987 3762
GB_GCA_002720485.1 561 919 1480
GB_GCA_002434055.1 505 392 897
GB_GCA_002473085.1 1425 1369 2794
GB_GCA_002729125.1 1151 1466 2617
GB_GCA_002435835.1 1945 2266 4211
