Prokka_unannotated Prokka_annotated Prokka_CDSs KEGG_unannotated KEGG_annotated Pfam_unannotated Pfam_annotated KEGG_Pfam_CDSs
GB_GCA_002773335.1 337 320 657 334 329 189 474 663
GB_GCA_002298975.1 2185 2659 4844 1763 3087 764 4086 4850
GB_GCA_002439605.1 1247 928 2175 1179 1043 627 1595 2222
GB_GCA_002401155.1 1317 1409 2726 1071 1661 442 2290 2732
GB_GCA_002313735.1 1057 891 1948 1162 871 544 1489 2033
GB_GCA_002790575.1 397 400 797 427 400 209 618 827
GB_GCA_002363635.1 719 568 1287 818 583 415 986 1401
GB_GCA_002471975.1 803 922 1725 746 1006 345 1407 1752
GB_GCA_002778715.1 260 256 516 279 266 156 389 545
GB_GCA_002683755.1 1304 1172 2476 1188 1380 532 2036 2568
GB_GCA_002377425.1 955 1169 2124 950 1226 446 1730 2176
GB_GCA_002429455.1 913 1283 2196 1038 1290 429 1899 2328
GB_GCA_002329145.1 653 776 1429 640 833 296 1177 1473
GB_GCA_002371985.1 760 802 1562 848 859 352 1355 1707
GB_GCA_002279285.1 1365 1350 2715 1460 1442 601 2301 2902
GB_GCA_002412545.1 1035 1136 2171 995 1184 378 1801 2179
GB_GCA_002397945.1 562 694 1256 619 717 251 1085 1336
GB_GCA_002340345.1 1560 1419 2979 1491 1594 698 2387 3085
GB_GCA_002788395.1 525 375 900 533 402 264 671 935
GB_GCA_002407785.1 581 807 1388 486 910 207 1189 1396
GB_GCA_002425435.1 2263 1232 3495 2373 1298 1251 2420 3671
GB_GCA_002361615.1 1152 989 2141 1087 1077 459 1705 2164
GB_GCA_002372095.1 1119 787 1906 1182 849 529 1502 2031
GB_GCA_002684175.1 1003 750 1753 949 870 577 1242 1819
GB_GCA_002433955.1 408 341 749 427 350 255 522 777
GB_GCA_002696485.1 1690 1164 2854 1655 1279 806 2128 2934
GB_GCA_002369515.1 1064 790 1854 1002 882 501 1383 1884
GB_GCA_002321705.1 1096 1410 2506 1268 1287 513 2042 2555
GB_GCA_002435875.1 1395 1293 2688 1449 1345 563 2231 2794
GB_GCA_002305675.1 551 410 961 524 439 300 663 963
GB_GCA_002348905.1 1789 994 2783 1882 1049 913 2018 2931
GB_GCA_002315335.1 589 740 1329 623 779 258 1144 1402
GB_GCA_002307055.1 1882 1646 3528 1817 1759 727 2849 3576
GB_GCA_002404675.1 1135 868 2003 1105 939 499 1545 2044
GB_GCA_002343505.1 2969 1706 4675 2921 1772 1374 3319 4693
GB_GCA_002342205.1 697 872 1569 835 885 326 1394 1720
GB_GCA_002840505.1 1438 1534 2972 1380 1598 557 2421 2978
GB_GCA_002694345.1 1193 1048 2241 1124 1230 460 1894 2354
GB_GCA_002431305.1 752 792 1544 792 824 350 1266 1616
GB_GCA_002394915.1 939 647 1586 929 704 456 1177 1633
GB_GCA_002292405.1 617 647 1264 603 686 264 1025 1289
GB_GCA_002718795.1 1978 1367 3345 2001 1361 955 2407 3362
GB_GCA_002792875.1 161 237 398 165 270 82 353 435
GB_GCA_002392345.1 489 607 1096 485 655 210 930 1140
GB_GCA_002321355.1 819 629 1448 837 683 385 1135 1520
GB_GCA_002296125.1 776 1009 1785 839 1017 361 1495 1856
GB_GCA_002398345.1 2100 993 3093 1994 1075 1067 2002 3069
GB_GCA_002428045.1 2173 1466 3639 2174 1561 1052 2683 3735
GB_GCA_002409785.1 1005 1078 2083 939 1184 428 1695 2123
GB_GCA_002470565.1 514 1407 1921 531 1476 177 1830 2007
GB_GCA_002420005.1 3903 2242 6145 3861 2386 1838 4409 6247
GB_GCA_002296725.1 1717 1019 2736 1727 1129 839 2017 2856
GB_GCA_002349665.1 873 733 1606 847 785 521 1111 1632
GB_GCA_002352635.1 2176 1972 4148 2043 2204 1008 3239 4247
GB_GCA_002689915.1 690 1227 1917 725 1286 286 1725 2011
GB_GCA_002329155.1 1445 1810 3255 1172 2118 507 2783 3290
GB_GCA_002482975.1 3126 2030 5156 2960 2223 1314 3869 5183
GB_GCA_002720535.1 609 1086 1695 537 1164 204 1497 1701
GB_GCA_002428705.1 1935 2049 3984 1720 2300 737 3283 4020
GB_GCA_002255565.1 872 1112 1984 897 1191 393 1695 2088
GB_GCA_002697375.1 1711 2267 3978 1444 2565 571 3438 4009
GB_GCA_002346275.1 820 1161 1981 926 1231 403 1754 2157
GB_GCA_002471255.1 977 799 1776 871 903 515 1259 1774
GB_GCA_002796365.1 310 268 578 316 280 182 414 596
GB_GCA_002402885.1 305 339 644 296 354 156 494 650
GB_GCA_002433075.1 3079 2444 5523 3314 2231 1378 4167 5545
GB_GCA_002404175.1 2844 1751 4595 2904 1789 1560 3133 4693
GB_GCA_002477805.1 474 404 878 483 424 283 624 907
GB_GCA_002771115.1 367 326 693 378 333 232 479 711
GB_GCA_002392325.1 1008 699 1707 1108 749 443 1414 1857
GB_GCA_002470745.1 494 688 1182 581 725 219 1087 1306
GB_GCA_002452265.1 1303 1514 2817 1180 1660 476 2364 2840
GB_GCA_002454505.1 2449 2764 5213 2189 3163 832 4520 5352
GB_GCA_002405995.1 825 831 1656 880 876 392 1364 1756
GB_GCA_002481615.1 817 1051 1868 752 1137 286 1603 1889
GB_GCA_002359075.1 1175 1577 2752 1392 1641 591 2442 3033
GB_GCA_002436625.1 680 503 1183 701 559 356 904 1260
GB_GCA_002703585.1 647 1017 1664 705 1050 247 1508 1755
GB_GCA_002715265.1 559 1114 1673 512 1199 188 1523 1711
GB_GCA_002493865.1 802 503 1305 817 524 471 870 1341
GB_GCA_002305275.1 824 810 1634 751 912 319 1344 1663
GB_GCA_002790395.1 1068 1220 2288 1199 1271 472 1998 2470
GB_GCA_002493035.1 2136 1623 3759 2051 1795 909 2937 3846
GB_GCA_002323075.1 1010 391 1401 514 310 324 500 824
GB_GCA_002430795.1 1280 801 2081 1338 791 720 1409 2129
GB_GCA_002435915.1 838 1043 1881 779 1101 312 1568 1880
GB_GCA_002493965.1 876 991 1867 801 1089 317 1573 1890
GB_GCA_002418055.1 290 762 1052 339 758 116 981 1097
GB_GCA_002749135.1 1169 1540 2709 1078 1653 409 2322 2731
GB_GCA_002367335.1 934 1034 1968 1054 1068 480 1642 2122
GB_GCA_002493345.1 828 776 1604 849 805 370 1284 1654
GB_GCA_002708585.1 1623 1556 3179 1438 1781 586 2633 3219
GB_GCA_002375995.1 748 1046 1794 656 1169 287 1538 1825
GB_GCA_002728335.1 283 771 1054 286 813 73 1026 1099
GB_GCA_002397385.1 1040 1666 2706 1055 1752 411 2396 2807
GB_GCA_002700915.1 333 716 1049 313 786 91 1008 1099
GB_GCA_002731875.1 2024 2089 4113 1644 2474 768 3350 4118
GB_GCA_002373505.1 1306 837 2143 1251 899 674 1476 2150
GB_GCA_002385705.1 1455 1373 2828 1378 1458 596 2240 2836
GB_GCA_002455915.1 2106 1446 3552 2312 1606 1136 2782 3918
GB_GCA_002687655.1 1128 1618 2746 1021 1809 397 2433 2830
GB_GCA_002385545.1 1343 1397 2740 1370 1512 647 2235 2882
GB_GCA_002305085.1 981 1039 2020 889 1134 352 1671 2023
GB_GCA_002414005.1 840 1415 2255 638 1637 271 2004 2275
GB_GCA_002341815.1 671 1124 1795 760 1136 325 1571 1896
GB_GCA_002382585.1 1547 1317 2864 1866 1240 761 2345 3106
GB_GCA_002343545.1 2181 1141 3322 2234 1152 1315 2071 3386
GB_GCA_002792505.1 615 431 1046 754 450 426 778 1204
GB_GCA_002409325.1 782 940 1722 682 1044 253 1473 1726
GB_GCA_002472705.1 844 778 1622 855 813 394 1274 1668
GB_GCA_002787115.1 448 634 1082 685 632 259 1058 1317
GB_GCA_002449535.1 886 712 1598 929 776 442 1263 1705
GB_GCA_002342985.1 2411 1110 3521 2364 1173 1357 2180 3537
GB_GCA_002353935.1 609 696 1305 568 760 246 1082 1328
GB_GCA_002353555.1 913 751 1664 866 820 398 1288 1686
GB_GCA_002401695.1 1626 1378 3004 1529 1500 889 2140 3029
GB_GCA_002390385.1 1461 1936 3397 1576 2035 642 2969 3611
GB_GCA_002367655.1 341 801 1142 470 773 172 1071 1243
GB_GCA_002365395.1 1225 838 2063 1379 863 704 1538 2242
GB_GCA_002422045.1 705 864 1569 781 908 340 1349 1689
GB_GCA_002396485.1 1530 1194 2724 1349 1368 748 1969 2717
GB_GCA_002426925.1 1115 1211 2326 1070 1279 463 1886 2349
GB_GCA_002409675.1 624 893 1517 601 947 276 1272 1548
GB_GCA_002337005.1 1792 1289 3081 1733 1432 808 2357 3165
GB_GCA_002406035.1 1301 1294 2595 1157 1453 496 2114 2610
GB_GCA_002842035.1 1050 925 1975 938 1038 430 1546 1976
GB_GCA_002335385.1 1329 1222 2551 1328 1256 520 2064 2584
GB_GCA_002371495.1 1259 1076 2335 1188 1164 501 1851 2352
GB_GCA_002351185.1 885 884 1769 1043 861 492 1412 1904
GB_GCA_002392805.1 1555 919 2474 1574 1012 776 1810 2586
GB_GCA_002347965.1 734 1093 1827 677 1181 308 1550 1858
GB_GCA_002479745.1 1422 889 2311 1464 882 842 1504 2346
GB_GCA_002401345.1 610 325 935 595 349 400 544 944
GB_GCA_002772195.1 1924 1392 3316 2142 1417 917 2642 3559
GB_GCA_002410755.1 757 795 1552 763 845 399 1209 1608
GB_GCA_002389325.1 707 1108 1815 737 1203 320 1620 1940
GB_GCA_002316005.1 1211 982 2193 1170 1075 461 1784 2245
GB_GCA_002279065.1 1588 1882 3470 1210 2263 483 2990 3473
GB_GCA_002770575.1 2382 1769 4151 2868 1298 1218 2948 4166
GB_GCA_002431965.1 803 1071 1874 754 1139 298 1595 1893
GB_GCA_002710405.1 235 441 676 245 461 122 584 706
GB_GCA_002392445.1 1474 798 2272 1463 877 773 1567 2340
GB_GCA_002316835.1 1271 1202 2473 1270 1287 461 2096 2557
GB_GCA_002389705.1 1962 1254 3216 2235 1257 1004 2488 3492
GB_GCA_002699795.1 686 1239 1925 639 1350 253 1736 1989
GB_GCA_002329605.1 1219 1089 2308 1311 1081 584 1808 2392
GB_GCA_002293505.1 549 668 1217 537 705 221 1021 1242
GB_GCA_002426755.1 2010 1414 3424 1936 1516 861 2591 3452
GB_GCA_002450445.1 652 891 1543 748 904 350 1302 1652
GB_GCA_002362135.1 857 829 1686 820 908 394 1334 1728
GB_GCA_002313415.1 1023 845 1868 990 921 525 1386 1911
GB_GCA_002478685.1 554 801 1355 565 860 238 1187 1425
GB_GCA_002840055.1 1388 1683 3071 1182 1934 528 2588 3116
GB_GCA_002385735.1 625 926 1551 585 995 242 1338 1580
GB_GCA_002410005.1 1118 955 2073 1074 1068 523 1619 2142
GB_GCA_002314715.1 1169 1170 2339 1153 1257 508 1902 2410
GB_GCA_002395465.1 517 489 1006 564 512 269 807 1076
GB_GCA_002692785.1 377 747 1124 432 822 146 1108 1254
GB_GCA_002788415.1 507 435 942 565 429 310 684 994
GB_GCA_002704905.1 454 644 1098 513 650 226 937 1163
GB_GCA_002327685.1 519 334 853 516 349 343 522 865
GB_GCA_002788635.1 523 410 933 541 428 274 695 969
GB_GCA_002713885.1 605 721 1326 633 742 293 1082 1375
GB_GCA_002746395.1 1088 1539 2627 900 1742 402 2240 2642
GB_GCA_002364405.1 1677 1291 2968 1961 1388 820 2529 3349
GB_GCA_002691785.1 669 651 1320 713 687 341 1059 1400
GB_GCA_002341405.1 1627 937 2564 1536 1026 850 1712 2562
GB_GCA_002714255.1 490 1183 1673 448 1281 159 1570 1729
GB_GCA_002324955.1 984 1450 2434 1128 1527 501 2154 2655
GB_GCA_002239065.1 2147 2485 4632 1950 2768 804 3914 4718
GB_GCA_002469535.1 833 1589 2422 865 1744 360 2249 2609
GB_GCA_002787095.1 748 936 1684 795 929 369 1355 1724
GB_GCA_002395905.1 1069 893 1962 1172 894 536 1530 2066
GB_GCA_002727245.1 616 664 1280 627 688 292 1023 1315
GB_GCA_002715465.1 1033 1085 2118 1036 1111 449 1698 2147
GB_GCA_002774675.1 1365 1203 2568 1584 1298 759 2123 2882
GB_GCA_002331255.1 783 933 1716 793 939 385 1347 1732
GB_GCA_002298995.1 1935 1765 3700 1813 1905 875 2843 3718
GB_GCA_002722545.1 1420 897 2317 1328 975 760 1543 2303
GB_GCA_002449575.1 1098 790 1888 1209 875 575 1509 2084
GB_GCA_002255585.1 527 352 879 535 356 322 569 891
GB_GCA_002439085.1 977 871 1848 898 964 479 1383 1862
GB_GCA_002683355.1 535 1237 1772 485 1365 130 1720 1850
GB_GCA_002387645.1 879 655 1534 918 699 470 1147 1617
GB_GCA_002396385.1 1812 1031 2843 1812 1106 906 2012 2918
GB_GCA_002347745.1 1953 1690 3643 1879 1862 902 2839 3741
GB_GCA_002352125.1 1711 1693 3404 1839 1713 702 2850 3552
GB_GCA_002389585.1 962 715 1677 979 757 493 1243 1736
GB_GCA_002454055.1 1666 2333 3999 1372 2643 587 3428 4015
GB_GCA_002391525.1 1453 1837 3290 1417 1998 559 2856 3415
GB_GCA_002717875.1 597 624 1221 601 636 260 977 1237
GB_GCA_002712045.1 713 1508 2221 604 1667 198 2073 2271
GB_GCA_002375495.1 1802 1281 3083 1655 1436 690 2401 3091
GB_GCA_002707765.1 602 626 1228 614 651 322 943 1265
GB_GCA_002482715.1 1843 1736 3579 2056 1864 820 3100 3920
GB_GCA_002747145.1 576 758 1334 531 826 252 1105 1357
GB_GCA_002292185.1 1083 821 1904 1079 909 576 1412 1988
GB_GCA_002772745.1 787 463 1250 728 516 476 768 1244
GB_GCA_002380265.1 1908 1484 3392 1905 1549 994 2460 3454
GB_GCA_002631855.1 1813 1335 3148 1683 1475 736 2422 3158
GB_GCA_002358855.1 836 826 1662 841 866 377 1330 1707
GB_GCA_002708925.1 1614 1759 3373 1318 2099 568 2849 3417
GB_GCA_002428605.1 1058 1519 2577 1002 1629 384 2247 2631
GB_GCA_002427975.1 1976 1832 3808 2077 1916 1084 2909 3993
GB_GCA_002422785.1 540 667 1207 556 692 311 937 1248
GB_GCA_002716045.1 1838 1393 3231 1714 1477 692 2499 3191
GB_GCA_002340515.1 1770 1720 3490 1653 1938 722 2869 3591
GB_GCA_002841215.1 1271 1145 2416 1384 1315 574 2125 2699
GB_GCA_002320855.1 2223 1745 3968 2091 1881 764 3208 3972
GB_GCA_002410555.1 1560 1235 2795 1510 1312 682 2140 2822
GB_GCA_002395085.1 1726 1180 2906 1621 1324 790 2155 2945
GB_GCA_002296965.1 778 817 1595 658 952 294 1316 1610
GB_GCA_002733885.1 1776 1391 3167 1647 1565 882 2330 3212
GB_GCA_002438575.1 726 726 1452 847 720 405 1162 1567
GB_GCA_002424095.1 390 369 759 400 381 244 537 781
GB_GCA_002297985.1 399 605 1004 507 602 270 839 1109
GB_GCA_002457065.1 368 695 1063 333 761 131 963 1094
GB_GCA_002396845.1 418 729 1147 449 741 180 1010 1190
GB_GCA_002706945.1 2033 2051 4084 1857 2240 786 3311 4097
GB_GCA_002377345.1 614 907 1521 704 916 275 1345 1620
GB_GCA_002293475.1 1192 1155 2347 1097 1289 493 1893 2386
GB_GCA_002351645.1 1089 845 1934 1064 894 640 1318 1958
GB_GCA_002336735.1 420 349 769 400 384 247 537 784
GB_GCA_002347285.1 1107 1599 2706 944 1808 366 2386 2752
GB_GCA_002481285.1 1151 902 2053 1090 1022 518 1594 2112
GB_GCA_002484085.1 3418 2287 5705 3280 2464 1530 4214 5744
GB_GCA_002709405.1 2360 2634 4994 2025 3028 764 4289 5053
GB_GCA_002790615.1 469 345 814 605 356 295 666 961
GB_GCA_002492665.1 807 764 1571 828 833 359 1302 1661
GB_GCA_002240395.1 1575 1867 3442 1300 2142 526 2916 3442
GB_GCA_002327765.1 1348 1443 2791 1352 1495 524 2323 2847
GB_GCA_002782185.1 974 1011 1985 990 1134 425 1699 2124
GB_GCA_002340205.1 2027 2547 4574 1950 2628 844 3734 4578
GB_GCA_002773145.1 458 387 845 501 369 265 605 870
GB_GCA_002690655.1 1923 1367 3290 1848 1450 758 2540 3298
GB_GCA_002427845.1 3054 1842 4896 3138 1871 1653 3356 5009
GB_GCA_002729995.1 1327 1245 2572 1136 1506 527 2115 2642
GB_GCA_002719095.1 602 725 1327 580 773 289 1064 1353
GB_GCA_002327545.1 340 318 658 385 340 209 516 725
GB_GCA_002375205.1 714 495 1209 756 486 427 815 1242
GB_GCA_002490525.1 913 897 1810 868 958 374 1452 1826
GB_GCA_002491115.1 1769 1704 3473 1679 1852 696 2835 3531
GB_GCA_002733495.1 1754 1472 3226 1530 1741 835 2436 3271
GB_GCA_900240385.1 1201 1347 2548 1088 1469 505 2052 2557
GB_GCA_002692535.1 1049 1024 2073 1062 1092 490 1664 2154
GB_GCA_002339015.1 1836 2029 3865 1638 2292 609 3321 3930
GB_GCA_002280395.1 1218 1060 2278 1325 1164 566 1923 2489
GB_GCA_002718655.1 1025 812 1837 964 915 484 1395 1879
GB_GCA_002385755.1 604 709 1313 648 719 325 1042 1367
GB_GCA_002305585.1 666 863 1529 656 909 239 1326 1565
GB_GCA_002384085.1 351 781 1132 490 741 199 1032 1231
GB_GCA_002438865.1 616 795 1411 743 763 248 1258 1506
GB_GCA_002452335.1 999 1477 2476 861 1623 319 2165 2484
GB_GCA_002721105.1 769 1544 2313 719 1624 300 2043 2343
GB_GCA_002842875.1 1586 1748 3334 1400 2016 530 2886 3416
GB_GCA_002452555.1 1048 1024 2072 1179 1048 505 1722 2227
GB_GCA_002309855.1 1174 784 1958 1123 873 557 1439 1996
GB_GCA_002412825.1 1519 1518 3037 1279 1766 547 2498 3045
GB_GCA_002730395.1 899 1145 2044 859 1225 418 1666 2084
GB_GCA_002783685.1 1087 893 1980 1072 975 497 1550 2047
GB_GCA_002352485.1 1170 1185 2355 1333 1215 614 1934 2548
GB_GCA_002280485.1 1430 1396 2826 1349 1588 569 2368 2937
GB_GCA_002686835.1 966 958 1924 889 1047 426 1510 1936
GB_GCA_002455425.1 1817 1242 3059 1713 1371 897 2187 3084
GB_GCA_002410325.1 1762 1989 3751 1642 2136 684 3094 3778
GB_GCA_002255985.1 1277 1638 2915 1085 1846 456 2475 2931
GB_GCA_002365735.1 963 1117 2080 1043 1145 510 1678 2188
GB_GCA_002685455.1 663 1045 1708 718 1095 343 1470 1813
GB_GCA_002417865.1 322 762 1084 386 758 133 1011 1144
GB_GCA_002402135.1 769 857 1626 804 873 357 1320 1677
GB_GCA_002729195.1 774 1401 2175 697 1542 279 1960 2239
GB_GCA_002481005.1 638 901 1539 634 947 233 1348 1581
GB_GCA_002780895.1 1060 1119 2179 1107 1171 523 1755 2278
GB_GCA_002368735.1 588 631 1219 621 644 269 996 1265
GB_GCA_002696445.1 1199 1183 2382 1023 1430 458 1995 2453
GB_GCA_002431975.1 804 954 1758 754 1053 318 1489 1807
GB_GCA_002478565.1 1078 970 2048 975 1087 425 1637 2062
GB_GCA_002702205.1 541 643 1184 550 675 255 970 1225
GB_GCA_002733805.1 1757 1829 3586 1545 2110 709 2946 3655
GB_GCA_002701645.1 258 470 728 271 478 120 629 749
GB_GCA_002746175.1 1034 1088 2122 1096 1088 526 1658 2184
GB_GCA_002451215.1 1280 1506 2786 1257 1577 485 2349 2834
GB_GCA_002320005.1 967 1123 2090 924 1189 334 1779 2113
GB_GCA_002371345.1 930 1083 2013 911 1178 363 1726 2089
GB_GCA_002779905.1 1710 1637 3347 1648 1879 711 2816 3527
GB_GCA_002453935.1 724 1214 1938 654 1310 282 1682 1964
GB_GCA_002362655.1 915 737 1652 835 819 428 1226 1654
GB_GCA_002386945.1 384 943 1327 400 999 153 1246 1399
GB_GCA_002421445.1 652 677 1329 714 705 333 1086 1419
GB_GCA_002746305.1 2208 1177 3385 2131 1267 1096 2302 3398
GB_GCA_002336725.1 1435 992 2427 1380 1076 682 1774 2456
GB_GCA_002455335.1 2416 1999 4415 2482 2131 1012 3601 4613
GB_GCA_002313475.1 555 738 1293 539 777 256 1060 1316
GB_GCA_002431905.1 592 486 1078 597 503 339 761 1100
GB_GCA_002381185.1 2182 2044 4226 1994 2265 893 3366 4259
GB_GCA_002731795.1 705 715 1420 718 764 349 1133 1482
GB_GCA_002699105.1 1670 1059 2729 1701 1125 850 1976 2826
GB_GCA_002430925.1 1515 1257 2772 1469 1384 740 2113 2853
GB_GCA_002428725.1 1059 1283 2342 901 1465 371 1995 2366
GB_GCA_000223255.2 981 1152 2133 1084 1055 457 1682 2139
GB_GCA_002429085.1 2210 1320 3530 2246 1422 1058 2610 3668
GB_GCA_002315675.1 797 724 1521 776 794 336 1234 1570
GB_GCA_002793515.1 534 432 966 538 446 320 664 984
GB_GCA_002724185.1 978 1591 2569 933 1699 476 2156 2632
GB_GCA_002402475.1 2145 1871 4016 2085 1975 886 3174 4060
GB_GCA_002448755.1 742 963 1705 740 982 324 1398 1722
GB_GCA_002409085.1 804 836 1640 771 919 366 1324 1690
GB_GCA_002369525.1 1018 954 1972 1141 989 476 1654 2130
GB_GCA_002469335.1 992 1095 2087 961 1217 441 1737 2178
GB_GCA_002389295.1 1248 890 2138 1201 976 581 1596 2177
GB_GCA_002415345.1 580 413 993 554 439 351 642 993
GB_GCA_002309885.1 506 477 983 482 517 270 729 999
GB_GCA_002753895.1 1956 1345 3301 1771 1533 1035 2269 3304
GB_GCA_002850435.1 1478 1847 3325 1146 2182 507 2821 3328
GB_GCA_002701745.1 450 599 1049 445 650 181 914 1095
GB_GCA_002861535.1 1494 1374 2868 1838 1282 811 2309 3120
GB_GCA_002353205.1 1342 922 2264 1249 1043 596 1696 2292
GB_GCA_002413825.1 1952 1954 3906 1825 2172 805 3192 3997
GB_GCA_002315685.1 434 721 1155 414 761 165 1010 1175
GB_GCA_002457745.1 541 1052 1593 435 1205 158 1482 1640
GB_GCA_002781685.1 570 947 1517 597 1015 229 1383 1612
GB_GCA_002701185.1 539 598 1137 578 637 282 933 1215
GB_GCA_002297645.1 1892 1716 3608 1856 1948 826 2978 3804
GB_GCA_002422425.1 2173 1438 3611 2085 1541 870 2756 3626
GB_GCA_002483475.1 2472 1502 3974 2348 1675 1222 2801 4023
GB_GCA_002402715.1 837 856 1693 828 945 362 1411 1773
GB_GCA_002697905.1 626 684 1310 642 721 299 1064 1363
GB_GCA_002785045.1 319 268 587 315 294 190 419 609
GB_GCA_002412925.1 2686 2214 4900 2589 2362 1125 3826 4951
GB_GCA_002309015.1 1994 1110 3104 2036 1096 1055 2077 3132
GB_GCA_002422265.1 1400 1403 2803 1447 1456 572 2331 2903
GB_GCA_002388085.1 1256 1574 2830 1132 1715 467 2380 2847
GB_GCA_002695495.1 1814 1429 3243 1738 1512 672 2578 3250
GB_GCA_002457675.1 706 792 1498 651 855 304 1202 1506
GB_GCA_002793355.1 635 334 969 730 324 398 656 1054
GB_GCA_002395385.1 2176 935 3111 2344 852 1317 1879 3196
GB_GCA_002781005.1 319 612 931 369 637 115 891 1006
GB_GCA_002733985.1 2869 1401 4270 2886 1498 1500 2884 4384
GB_GCA_002685075.1 1310 1272 2582 1304 1396 582 2118 2700
GB_GCA_002381765.1 2115 1405 3520 2152 1448 1206 2394 3600
GB_GCA_002726775.1 749 755 1504 781 788 325 1244 1569
GB_GCA_002388665.1 1947 1482 3429 1808 1653 954 2507 3461
GB_GCA_002471305.1 1454 998 2452 1501 1111 740 1872 2612
GB_GCA_002396325.1 945 885 1830 929 1010 451 1488 1939
GB_GCA_002390705.1 809 1243 2052 777 1322 338 1761 2099
GB_GCA_002771165.1 428 306 734 526 344 284 586 870
GB_GCA_002418765.1 787 1230 2017 692 1351 247 1796 2043
GB_GCA_002500645.1 982 855 1837 1027 874 561 1340 1901
GB_GCA_002338255.1 1599 1524 3123 1621 1547 698 2470 3168
GB_GCA_002711905.1 178 651 829 161 685 48 798 846
GB_GCA_002729525.1 2500 2166 4666 2384 2322 1109 3597 4706
GB_GCA_002790175.1 1318 965 2283 1405 1061 668 1798 2466
GB_GCA_002413245.1 1354 1701 3055 1301 1847 589 2559 3148
GB_GCA_002407675.1 912 1118 2030 800 1244 358 1686 2044
GB_GCA_002381665.1 1674 2480 4154 2267 2224 858 3633 4491
GB_GCA_002354005.1 1101 807 1908 1166 856 526 1496 2022
GB_GCA_002704395.1 897 749 1646 888 801 440 1249 1689
GB_GCA_002375925.1 982 1319 2301 871 1508 397 1982 2379
GB_GCA_002427165.1 878 874 1752 904 880 346 1438 1784
GB_GCA_002697345.1 1177 1514 2691 1086 1697 575 2208 2783
GB_GCA_002746975.1 1027 993 2020 937 1087 401 1623 2024
GB_GCA_002480085.1 879 2934 3813 863 2955 262 3556 3818
GB_GCA_002440005.1 981 835 1816 928 921 431 1418 1849
GB_GCA_002393785.1 1157 1274 2431 1158 1307 504 1961 2465
GB_GCA_002695645.1 1437 1128 2565 1388 1218 582 2024 2606
GB_GCA_002718475.1 428 539 967 470 534 224 780 1004
GB_GCA_002439555.1 727 497 1224 802 489 449 842 1291
GB_GCA_002712165.1 1315 1474 2789 1214 1643 630 2227 2857
GB_GCA_002334905.1 973 1617 2590 944 1686 409 2221 2630
GB_GCA_002398065.1 985 1266 2251 970 1312 433 1849 2282
GB_GCA_002339725.1 961 1433 2394 827 1637 322 2142 2464
GB_GCA_002685815.1 631 695 1326 625 758 295 1088 1383
GB_GCA_002722325.1 693 785 1478 694 798 327 1165 1492
GB_GCA_002716525.1 441 627 1068 463 647 196 914 1110
GB_GCA_002383415.1 1127 1381 2508 1167 1447 428 2186 2614
GB_GCA_002500705.1 1045 1465 2510 1269 1480 469 2280 2749
GB_GCA_002401945.1 2022 2017 4039 1733 2335 809 3259 4068
GB_GCA_002478885.1 2610 1843 4453 2510 1987 1072 3425 4497
GB_GCA_002333125.1 1258 1428 2686 1680 1235 677 2238 2915
GB_GCA_002693365.1 568 652 1220 580 677 289 968 1257
GB_GCA_002369275.1 1254 843 2097 1445 902 776 1571 2347
GB_GCA_002397515.1 865 1013 1878 815 1115 361 1569 1930
GB_GCA_002703375.1 1026 821 1847 1007 869 537 1339 1876
GB_GCA_002348315.1 1901 1347 3248 2013 1419 789 2643 3432
GB_GCA_002469865.1 636 999 1635 636 1094 256 1474 1730
GB_GCA_002352275.1 1729 1630 3359 2008 1530 836 2702 3538
GB_GCA_002372695.1 818 609 1427 767 677 397 1047 1444
GB_GCA_002344045.1 708 469 1177 680 498 356 822 1178
GB_GCA_002788135.1 511 359 870 526 370 328 568 896
GB_GCA_002359635.1 1105 1707 2812 967 1933 399 2501 2900
GB_GCA_002422985.1 822 1113 1935 810 1202 289 1723 2012
GB_GCA_002500385.1 635 883 1518 755 889 337 1307 1644
GB_GCA_002394695.1 1158 1061 2219 1091 1175 492 1774 2266
GB_GCA_002711565.1 889 932 1821 889 972 315 1546 1861
GB_GCA_002428865.1 465 283 748 499 261 343 417 760
GB_GCA_002362105.1 1733 997 2730 1664 1077 814 1927 2741
GB_GCA_002437435.1 1083 1149 2232 1048 1249 416 1881 2297
GB_GCA_002421525.1 529 337 866 565 366 318 613 931
GB_GCA_002367195.1 358 294 652 379 292 215 456 671
GB_GCA_002328035.1 1409 1517 2926 1269 1693 500 2462 2962
GB_GCA_002434265.1 1617 2480 4097 1318 2781 544 3555 4099
GB_GCA_002353275.1 558 534 1092 612 554 266 900 1166
GB_GCA_002702225.1 829 703 1532 852 706 504 1054 1558
GB_GCA_002316345.1 1876 2274 4150 1922 2402 741 3583 4324
GB_GCA_002733125.1 810 1319 2129 714 1421 258 1877 2135
GB_GCA_002706085.1 1611 1834 3445 1383 2084 643 2824 3467
GB_GCA_002376955.1 620 821 1441 763 821 329 1255 1584
GB_GCA_002350625.1 1035 1174 2209 973 1257 371 1859 2230
GB_GCA_002696995.1 440 601 1041 449 617 188 878 1066
GB_GCA_002280565.1 1393 1345 2738 1179 1602 529 2252 2781
GB_GCA_002392425.1 1019 975 1994 1029 1042 410 1661 2071
